zip,compid,compname,comrate,indrate,resrate
40818,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40819,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40820,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40823,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40824,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40826,733,Appalachian Power Co.,52.6,36.59,58.52
40826,22053,Kentucky Power Co.,67.59,42.47,64.98
40826,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40827,22053,Kentucky Power Co.,67.59,42.47,64.98
40827,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40828,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40830,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40831,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40840,22053,Kentucky Power Co.,67.59,42.47,64.98
40840,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40843,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40844,22053,Kentucky Power Co.,67.59,42.47,64.98
40845,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40847,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40854,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40855,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40856,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40858,22053,Kentucky Power Co.,67.59,42.47,64.98
40862,22053,Kentucky Power Co.,67.59,42.47,64.98
40862,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40863,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40868,22053,Kentucky Power Co.,67.59,42.47,64.98
40870,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40873,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40874,22053,Kentucky Power Co.,67.59,42.47,64.98
40874,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40902,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40903,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40913,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40913,22053,Kentucky Power Co.,67.59,42.47,64.98
40915,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40921,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40927,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40935,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40939,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40940,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40958,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40962,22053,Kentucky Power Co.,67.59,42.47,64.98
40962,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40965,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40972,22053,Kentucky Power Co.,67.59,42.47,64.98
40977,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40979,22053,Kentucky Power Co.,67.59,42.47,64.98
40982,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40988,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40997,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41001,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41002,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41002,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
41003,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41004,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41005,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41006,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
41006,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41007,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41007,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
41008,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41010,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41011,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41011,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
41014,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41015,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41016,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41016,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
41017,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
41017,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41018,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41030,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41031,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41033,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41034,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41034,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
41035,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41035,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41039,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41040,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41041,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41042,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41043,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41043,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
41044,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41045,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41046,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41048,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
41048,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41051,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41052,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41055,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41056,4062,Columbus Southern Power Co.,68.9,51.29,87.05
41056,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
41056,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41059,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
41059,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41063,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41064,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41071,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
41071,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41073,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41073,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
41074,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41074,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
41075,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
41075,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41076,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41076,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
41080,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
41080,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41083,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41085,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41086,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41091,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41092,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41094,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41095,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41098,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41099,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
41101,22053,Kentucky Power Co.,67.59,42.47,64.98
41101,14006,Ohio Power Co.,63.8,43.58,75.25
41102,22053,Kentucky Power Co.,67.59,42.47,64.98
41124,22053,Kentucky Power Co.,67.59,42.47,64.98
41129,733,Appalachian Power Co.,52.6,36.59,58.52
41129,22053,Kentucky Power Co.,67.59,42.47,64.98
41132,22053,Kentucky Power Co.,67.59,42.47,64.98
41135,22053,Kentucky Power Co.,67.59,42.47,64.98
41139,22053,Kentucky Power Co.,67.59,42.47,64.98
41141,14006,Ohio Power Co.,63.8,43.58,75.25
41143,22053,Kentucky Power Co.,67.59,42.47,64.98
41144,22053,Kentucky Power Co.,67.59,42.47,64.98
41144,14006,Ohio Power Co.,63.8,43.58,75.25
41146,22053,Kentucky Power Co.,67.59,42.47,64.98
41164,22053,Kentucky Power Co.,67.59,42.47,64.98
41166,14006,Ohio Power Co.,63.8,43.58,75.25
41166,22053,Kentucky Power Co.,67.59,42.47,64.98
41168,22053,Kentucky Power Co.,67.59,42.47,64.98
41169,22053,Kentucky Power Co.,67.59,42.47,64.98
41169,14006,Ohio Power Co.,63.8,43.58,75.25
41171,22053,Kentucky Power Co.,67.59,42.47,64.98
41174,14006,Ohio Power Co.,63.8,43.58,75.25
41174,22053,Kentucky Power Co.,67.59,42.47,64.98
41175,22053,Kentucky Power Co.,67.59,42.47,64.98
41175,14006,Ohio Power Co.,63.8,43.58,75.25
41179,4062,Columbus Southern Power Co.,68.9,51.29,87.05
41179,22053,Kentucky Power Co.,67.59,42.47,64.98
41179,14006,Ohio Power Co.,63.8,43.58,75.25
41180,22053,Kentucky Power Co.,67.59,42.47,64.98
41183,14006,Ohio Power Co.,63.8,43.58,75.25
41183,22053,Kentucky Power Co.,67.59,42.47,64.98
41201,22053,Kentucky Power Co.,67.59,42.47,64.98
41203,22053,Kentucky Power Co.,67.59,42.47,64.98
41204,22053,Kentucky Power Co.,67.59,42.47,64.98
41214,22053,Kentucky Power Co.,67.59,42.47,64.98
41216,22053,Kentucky Power Co.,67.59,42.47,64.98
41222,22053,Kentucky Power Co.,67.59,42.47,64.98
41224,22053,Kentucky Power Co.,67.59,42.47,64.98
41224,733,Appalachian Power Co.,52.6,36.59,58.52
41230,22053,Kentucky Power Co.,67.59,42.47,64.98
41230,733,Appalachian Power Co.,52.6,36.59,58.52
41231,733,Appalachian Power Co.,52.6,36.59,58.52
41231,22053,Kentucky Power Co.,67.59,42.47,64.98
41232,22053,Kentucky Power Co.,67.59,42.47,64.98
41234,22053,Kentucky Power Co.,67.59,42.47,64.98
41238,22053,Kentucky Power Co.,67.59,42.47,64.98
41240,22053,Kentucky Power Co.,67.59,42.47,64.98
41250,22053,Kentucky Power Co.,67.59,42.47,64.98
41254,22053,Kentucky Power Co.,67.59,42.47,64.98
41256,22053,Kentucky Power Co.,67.59,42.47,64.98
41260,22053,Kentucky Power Co.,67.59,42.47,64.98
41262,22053,Kentucky Power Co.,67.59,42.47,64.98
41263,22053,Kentucky Power Co.,67.59,42.47,64.98
41264,22053,Kentucky Power Co.,67.59,42.47,64.98
41265,22053,Kentucky Power Co.,67.59,42.47,64.98
41267,733,Appalachian Power Co.,52.6,36.59,58.52
41267,22053,Kentucky Power Co.,67.59,42.47,64.98
41271,22053,Kentucky Power Co.,67.59,42.47,64.98
41274,22053,Kentucky Power Co.,67.59,42.47,64.98
41310,22053,Kentucky Power Co.,67.59,42.47,64.98
41311,10171,Kentucky Utilities Co.,57.83,45.19,60.29
41314,22053,Kentucky Power Co.,67.59,42.47,64.98
41317,22053,Kentucky Power Co.,67.59,42.47,64.98
41339,22053,Kentucky Power Co.,67.59,42.47,64.98
41348,22053,Kentucky Power Co.,67.59,42.47,64.98
41364,22053,Kentucky Power Co.,67.59,42.47,64.98
41366,22053,Kentucky Power Co.,67.59,42.47,64.98
41367,22053,Kentucky Power Co.,67.59,42.47,64.98
41390,22053,Kentucky Power Co.,67.59,42.47,64.98
41465,22053,Kentucky Power Co.,67.59,42.47,64.98
41472,22053,Kentucky Power Co.,67.59,42.47,64.98
41501,22053,Kentucky Power Co.,67.59,42.47,64.98
41503,22053,Kentucky Power Co.,67.59,42.47,64.98
41503,733,Appalachian Power Co.,52.6,36.59,58.52
41512,733,Appalachian Power Co.,52.6,36.59,58.52
41512,22053,Kentucky Power Co.,67.59,42.47,64.98
41513,22053,Kentucky Power Co.,67.59,42.47,64.98
41514,22053,Kentucky Power Co.,67.59,42.47,64.98
41514,733,Appalachian Power Co.,52.6,36.59,58.52
41517,22053,Kentucky Power Co.,67.59,42.47,64.98
41517,733,Appalachian Power Co.,52.6,36.59,58.52
41519,22053,Kentucky Power Co.,67.59,42.47,64.98
41522,22053,Kentucky Power Co.,67.59,42.47,64.98
41522,733,Appalachian Power Co.,52.6,36.59,58.52
41524,22053,Kentucky Power Co.,67.59,42.47,64.98
41527,22053,Kentucky Power Co.,67.59,42.47,64.98
41528,733,Appalachian Power Co.,52.6,36.59,58.52
41528,22053,Kentucky Power Co.,67.59,42.47,64.98
41531,22053,Kentucky Power Co.,67.59,42.47,64.98
41534,22053,Kentucky Power Co.,67.59,42.47,64.98
41535,22053,Kentucky Power Co.,67.59,42.47,64.98
41537,733,Appalachian Power Co.,52.6,36.59,58.52
41537,22053,Kentucky Power Co.,67.59,42.47,64.98
41539,22053,Kentucky Power Co.,67.59,42.47,64.98
41540,733,Appalachian Power Co.,52.6,36.59,58.52
41540,22053,Kentucky Power Co.,67.59,42.47,64.98
41543,22053,Kentucky Power Co.,67.59,42.47,64.98
41544,733,Appalachian Power Co.,52.6,36.59,58.52
41544,22053,Kentucky Power Co.,67.59,42.47,64.98
41547,733,Appalachian Power Co.,52.6,36.59,58.52
41547,22053,Kentucky Power Co.,67.59,42.47,64.98
41548,733,Appalachian Power Co.,52.6,36.59,58.52
41548,22053,Kentucky Power Co.,67.59,42.47,64.98
41553,22053,Kentucky Power Co.,67.59,42.47,64.98
41553,733,Appalachian Power Co.,52.6,36.59,58.52
41554,22053,Kentucky Power Co.,67.59,42.47,64.98
41555,22053,Kentucky Power Co.,67.59,42.47,64.98
41557,22053,Kentucky Power Co.,67.59,42.47,64.98
41558,22053,Kentucky Power Co.,67.59,42.47,64.98
41559,22053,Kentucky Power Co.,67.59,42.47,64.98
41560,22053,Kentucky Power Co.,67.59,42.47,64.98
41562,22053,Kentucky Power Co.,67.59,42.47,64.98
41563,733,Appalachian Power Co.,52.6,36.59,58.52
41563,22053,Kentucky Power Co.,67.59,42.47,64.98
41564,22053,Kentucky Power Co.,67.59,42.47,64.98
41566,22053,Kentucky Power Co.,67.59,42.47,64.98
41566,733,Appalachian Power Co.,52.6,36.59,58.52
41567,22053,Kentucky Power Co.,67.59,42.47,64.98
41568,733,Appalachian Power Co.,52.6,36.59,58.52
41568,22053,Kentucky Power Co.,67.59,42.47,64.98
41571,22053,Kentucky Power Co.,67.59,42.47,64.98
41572,22053,Kentucky Power Co.,67.59,42.47,64.98
41601,22053,Kentucky Power Co.,67.59,42.47,64.98
41602,22053,Kentucky Power Co.,67.59,42.47,64.98
41603,22053,Kentucky Power Co.,67.59,42.47,64.98
41604,22053,Kentucky Power Co.,67.59,42.47,64.98
41605,22053,Kentucky Power Co.,67.59,42.47,64.98
41606,22053,Kentucky Power Co.,67.59,42.47,64.98
41607,22053,Kentucky Power Co.,67.59,42.47,64.98
41612,22053,Kentucky Power Co.,67.59,42.47,64.98
41615,22053,Kentucky Power Co.,67.59,42.47,64.98
41616,22053,Kentucky Power Co.,67.59,42.47,64.98
41619,22053,Kentucky Power Co.,67.59,42.47,64.98
41621,22053,Kentucky Power Co.,67.59,42.47,64.98
41622,22053,Kentucky Power Co.,67.59,42.47,64.98
41630,22053,Kentucky Power Co.,67.59,42.47,64.98
41631,22053,Kentucky Power Co.,67.59,42.47,64.98
41632,22053,Kentucky Power Co.,67.59,42.47,64.98
41635,22053,Kentucky Power Co.,67.59,42.47,64.98
41636,22053,Kentucky Power Co.,67.59,42.47,64.98
41640,22053,Kentucky Power Co.,67.59,42.47,64.98
41642,22053,Kentucky Power Co.,67.59,42.47,64.98
41643,22053,Kentucky Power Co.,67.59,42.47,64.98
41645,22053,Kentucky Power Co.,67.59,42.47,64.98
41647,22053,Kentucky Power Co.,67.59,42.47,64.98
41649,22053,Kentucky Power Co.,67.59,42.47,64.98
41650,22053,Kentucky Power Co.,67.59,42.47,64.98
41653,22053,Kentucky Power Co.,67.59,42.47,64.98
41655,22053,Kentucky Power Co.,67.59,42.47,64.98
41659,22053,Kentucky Power Co.,67.59,42.47,64.98
41660,22053,Kentucky Power Co.,67.59,42.47,64.98
41663,22053,Kentucky Power Co.,67.59,42.47,64.98
41666,22053,Kentucky Power Co.,67.59,42.47,64.98
41667,22053,Kentucky Power Co.,67.59,42.47,64.98
41669,22053,Kentucky Power Co.,67.59,42.47,64.98
41701,22053,Kentucky Power Co.,67.59,42.47,64.98
41712,22053,Kentucky Power Co.,67.59,42.47,64.98
41714,22053,Kentucky Power Co.,67.59,42.47,64.98
41719,22053,Kentucky Power Co.,67.59,42.47,64.98
41721,22053,Kentucky Power Co.,67.59,42.47,64.98
41722,22053,Kentucky Power Co.,67.59,42.47,64.98
41723,22053,Kentucky Power Co.,67.59,42.47,64.98
41725,22053,Kentucky Power Co.,67.59,42.47,64.98
41727,22053,Kentucky Power Co.,67.59,42.47,64.98
41729,22053,Kentucky Power Co.,67.59,42.47,64.98
41731,22053,Kentucky Power Co.,67.59,42.47,64.98
41735,22053,Kentucky Power Co.,67.59,42.47,64.98
41736,22053,Kentucky Power Co.,67.59,42.47,64.98
41739,22053,Kentucky Power Co.,67.59,42.47,64.98
41740,22053,Kentucky Power Co.,67.59,42.47,64.98
41745,22053,Kentucky Power Co.,67.59,42.47,64.98
41746,22053,Kentucky Power Co.,67.59,42.47,64.98
41749,22053,Kentucky Power Co.,67.59,42.47,64.98
41751,22053,Kentucky Power Co.,67.59,42.47,64.98
41754,22053,Kentucky Power Co.,67.59,42.47,64.98
41759,22053,Kentucky Power Co.,67.59,42.47,64.98
41760,22053,Kentucky Power Co.,67.59,42.47,64.98
41762,22053,Kentucky Power Co.,67.59,42.47,64.98
41763,22053,Kentucky Power Co.,67.59,42.47,64.98
41764,22053,Kentucky Power Co.,67.59,42.47,64.98
41766,22053,Kentucky Power Co.,67.59,42.47,64.98
41772,22053,Kentucky Power Co.,67.59,42.47,64.98
41773,22053,Kentucky Power Co.,67.59,42.47,64.98
41774,22053,Kentucky Power Co.,67.59,42.47,64.98
41775,22053,Kentucky Power Co.,67.59,42.47,64.98
41776,22053,Kentucky Power Co.,67.59,42.47,64.98
41777,22053,Kentucky Power Co.,67.59,42.47,64.98
41804,22053,Kentucky Power Co.,67.59,42.47,64.98
41810,22053,Kentucky Power Co.,67.59,42.47,64.98
41812,22053,Kentucky Power Co.,67.59,42.47,64.98
41815,22053,Kentucky Power Co.,67.59,42.47,64.98
41817,22053,Kentucky Power Co.,67.59,42.47,64.98
41819,22053,Kentucky Power Co.,67.59,42.47,64.98
41821,22053,Kentucky Power Co.,67.59,42.47,64.98
41822,22053,Kentucky Power Co.,67.59,42.47,64.98
41824,22053,Kentucky Power Co.,67.59,42.47,64.98
41825,22053,Kentucky Power Co.,67.59,42.47,64.98
41826,22053,Kentucky Power Co.,67.59,42.47,64.98
41828,22053,Kentucky Power Co.,67.59,42.47,64.98
41831,22053,Kentucky Power Co.,67.59,42.47,64.98
41832,22053,Kentucky Power Co.,67.59,42.47,64.98
41833,22053,Kentucky Power Co.,67.59,42.47,64.98
41834,22053,Kentucky Power Co.,67.59,42.47,64.98
41835,22053,Kentucky Power Co.,67.59,42.47,64.98
41836,22053,Kentucky Power Co.,67.59,42.47,64.98
41837,733,Appalachian Power Co.,52.6,36.59,58.52
41837,22053,Kentucky Power Co.,67.59,42.47,64.98
41838,22053,Kentucky Power Co.,67.59,42.47,64.98
41839,22053,Kentucky Power Co.,67.59,42.47,64.98
41840,22053,Kentucky Power Co.,67.59,42.47,64.98
41843,22053,Kentucky Power Co.,67.59,42.47,64.98
41844,22053,Kentucky Power Co.,67.59,42.47,64.98
41845,22053,Kentucky Power Co.,67.59,42.47,64.98
41847,22053,Kentucky Power Co.,67.59,42.47,64.98
41855,22053,Kentucky Power Co.,67.59,42.47,64.98
41858,22053,Kentucky Power Co.,67.59,42.47,64.98
41859,22053,Kentucky Power Co.,67.59,42.47,64.98
41861,22053,Kentucky Power Co.,67.59,42.47,64.98
41862,22053,Kentucky Power Co.,67.59,42.47,64.98
42001,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42001,3253,Central Illinois Public Services Co.,63.43,39.23,72.64
42022,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42023,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42023,19436,Union Electric Co.,56.56,41.72,69.64
42024,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42031,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42031,19436,Union Electric Co.,56.56,41.72,69.64
42032,19436,Union Electric Co.,56.56,41.72,69.64
42032,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42038,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42041,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42050,19436,Union Electric Co.,56.56,41.72,69.64
42053,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42055,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42056,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42064,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42078,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42083,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42086,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42087,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42087,19436,Union Electric Co.,56.56,41.72,69.64
42087,3253,Central Illinois Public Services Co.,63.43,39.23,72.64
42127,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42141,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42160,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42171,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42210,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42215,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42217,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42259,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42301,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42301,17633,Southern Indiana Gas & Electric Co.,71.27,51.51,89.69
42320,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42321,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42323,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42324,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42325,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42326,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42327,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42328,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42330,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42337,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42344,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42345,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42347,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42350,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42352,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42354,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42355,17633,Southern Indiana Gas & Electric Co.,71.27,51.51,89.69
42367,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42369,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42371,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42372,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42404,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42406,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42408,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42409,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42410,10171,Kentucky Utilities Co.,57.83,45.19,60.29
42411,10171,Kentucky Utilities Co.,57.83,45.19,60.29
