MarketName,Street,City,County,State,Zipcode,Longitude,Latitude
Decatur/Morgan County Farmers Market,211 1st Ave. SE,Decatur,Morgan,Alabama,35602,-87.0233,34.6113
Dedham Farmers Market,670 High Street,Dedham,Norfolk,Massachusetts,2026,-71.17718,42.248995
DEEP RIVER - LACE FACTORY FARMERS’ MARKET,161 River Street,Deep River,Middlesex,Connecticut,,-72.4275,41.393
Deep River Farmers Market,"The Stone House, 245 Main Street",Deep River,Middlesex,Connecticut,6417,-72.436,41.3868
Deer Park Farmers Market,Sunset Ave. and Brook Rd.,Westhampton Beach,Suffolk,New York,11978,-72.6446,40.815
Deerfield Beach Green Market,East Hillsboro Blvd,Deerfield Beach,,Florida,33432,-80.0886,26.3165
Deerfield Farmer's Market,10 Church Street,Deerfield,Rockingham,New Hampshire,3037,-71.243012,43.13333
Deerfield Farmers Market,Deerfield Rd. & Robert York Ave.,Deerfield,Lake,Illinois,60015,-87.8489,42.1676
Deerfield Twp Farmers Market,3292 Montgomery Road,Warren,Warren,Ohio,,-84.2825,39.3039
Defiance County Farmers' Markets,St. Rt. 66 south of U.S. 24,Defiance,Defiance,Ohio,43512,-84.361911,41.302071
Defiance County Farmers' Markets,121 W. High Street (S.R. 2),Hicksville,Defiance,Ohio,43526,-84.762354,41.292254
Defiance County Farmers' Markets,S.R. 127 south of S.R. 18,Sherwood,Defiance,Ohio,43556,-84.553142,41.2899
DeForest Area Farmers' Market,"DeForest Area Public Library, Market Street",DeForest,Dane,Wisconsin,53532,-89.3418,43.2471
Deitch's Frm Market,1613 Trindle Road,Carlisle,Cumberland,Pennsylvania,17013,-77.1262,40.1964
Dekalb County Farmers Market,VFW Fairgrounds,Fort Payne,Dekalb,Alabama,35967,-85.7107,34.4256
Dekalb Farmer's Market,205 Bryant St,Smithville,DeKalb,Tennessee,37166,-85.8328,35.9799
DeKalb Farmers' Market,Corner of 2nd and Locust Streets,DeKalb,DeKalb,Illinois,60115,-88.75199,41.93105
Del Mar Farmers Market,1050 Camino Del Mar,Del Mar,Tulare,California,92014,-117.264,32.9548
Del Paso Heights Community CFM,3525 Norwood Ave.,Sacramento,Sacramento,California,95838,-121.457687,38.630951
Del Ray Farmers' Market,Mt. Vernon & Oxford Ave.,Alexandria,Alexandria,Virginia,22301,-77.058777,38.826863
Delafield Farmes Market,Waukesha County City parking lot on Main Street,Delafield,Waukesha,Wisconsin,53183,-88.4026,43.0632
Deland Saturday Morning Market,Wisconsin Avenue Downtown,Deland,Volusia,Florida,32724,-81.2887,29.0319
Delano Community Farmers Market,300 S. Sycamore,Delano,Sedgwick,Kansas,67213,-97.346623,37.68166
Delano Farmers Market,1508 Garces Hwy.,Wasco,Kern,California,93280,-119.428,35.761
Delano Farmers Market,Downtown Delano,Delano,Wright,Minnesota,55328,-93.7937,45.0357
Delavan Fresh Market,Walworth Avenue,Delavan,Walworth,Wisconsin,53115,-88.647738,42.633169
Delaware Area Neighborhood Farmers Market,"St. James Church, 391 Delaware Ave,",Albany,Albany,New York,,-73.9839,40.5767
Delaware Avenue Farmers Market,1727 Delaware Avenue,Wilmington,New Castle,Delaware,19806,-75.563278,39.75887
Delaware County Farmers Market,"236 Pennsylvania Ave., Delaware Fairgounds",Delaware,Delaware,Ohio,43015,-83.0689,40.2939
Delaware State University Farmers Market,1200 North DuPont Hwy,Dover DE,Kent,Delaware,19901,-75.534525,39.183304
Delaware Valley College Farmers Market,700 E. Butler Ave,Doylestown,Bucks,Pennsylvania,18901,-75.1518,40.2916
Delcambre Seafood and Farmers Market,409 E. Main Street,Delcambre,Iberia,Louisiana,70528,-91.984215,29.949323
Delhi Farmers Market,"Court House Square, Main St,",Delhi,Delaware,New York,13753,-74.916505,42.277842
Delmar Farmers Market,332 kenwood ave.,delmar,Albany,New York,12054,-73.824777,42.621447
Delray Green Market,95 NE 1st Avenue,Delray Beach,Palm Beach,Florida,33444,-80.07162,26.462504
Delta Farmer's Market,313 West Main Street,Delta,,Ohio,43515,-84.0197,41.5731
Deltaville Farmers Market,287 Jackson Creek Road,Deltaville,,Virginia,,-76.3267,37.5528
Demopolis Farmers Market,Hwy 80 East,Dempolis,Marengo,Alabama,36732,-87.8346,32.5148
Denali Farmers Market,Intersection of the Parks Highway and Susitna River Road,Anchorage,,Alaska,,-150.234,62.3163
Denio's Farmers Market,1551 Vineyard Road,Roseville,Placer,California,95678,-121.3031,38.74163
Denison Farmers Market,1st Avenue N. & 15th Street,Denison,Crawford,Iowa,51442,-95.3508,42.02
Denton Main Street Farmers' Market,4th and Gay Streets,Denton,Caroline,Maryland,21629,-75.830512,38.88654
Denton St. Luke's Farmers' Market,100 S. Fifth Avenue,Denton,Caroline,Maryland,21629,-75.8304,38.8843
Denver Urban Homesteading Farmers Market,200 Santa Fe Drive,Denver,Denver,Colorado,80223,-104.998287,39.719549
Denville Farmers Market,Bloomfield Ave Parking Lot,Denville,Morris,New Jersey,7834,-74.475718,40.890612
DePere Market at Festival Foods,1001 Main Ave,De Pere,Brown,Wisconsin,,-88.0872,44.4501
Deposit Farmers' Market,107 2nd Street,Deposit,Delaware,New York,13754,-75.42491,42.06229
"Derby Farmer's Market, Derby Vermont",,Derby,Orleans,Vermont,5829,-72.140694,44.951193
Derby Farmers Market,800 N. Baltimore,Derby,Sedgwick,Kansas,,-97.27,37.5509
DeRidder Farmers Market,206 N. Washington Ave.,DeRidder,Beauregard,Louisiana,70634,-93.286,30.848
Derry NH Farmers' Market,14 Manning Street,Derry,Rockingham,New Hampshire,3038,-71.326375,42.882356
Des Moines Waterfront Farmers Market,22307 Dock Ave S,Des Moines,King,Washington,98198,-122.329369,47.401811
Desert Canyon Center Farmers Market,10405 McDowell Mountain Rd.,Scottsdale,Maricopa,Arizona,85250,-111.855,33.6283
Desert Hot Springs Farmers Market,Mission Springs Park,Desert Hot Springs,Riverside,California,92241,-116.498,33.9418
DeSoto Farmers' Market,10117 Hwy. 171,Grand Cane,De Soto,Louisiana,71032,-93.755896,32.062598
Detroit Eastern Market Tuesdays,2934 Russell St,Detroit,Wayne,Michigan,48207,-83.0416,42.34892
Detroit Eastern Market Tuesdays,2934 Russell Street,Detroit,,Michigan,48207,,
Deville Street Farmers Market,4017 Deville St.,Myrtle Beach,Horry,South Carolina,29577,-78.938913,33.669604
Devils Lake Community Market,"Roosevelt Park, Devils Lake",Devils Lake,Ramsey,North Dakota,58380,-98.8711,48.1131
Dewey Humboldt Farmers Market,2581 South Highway 69 (N of Main St),Humboldt,Yavapai,Arizona,86329,-112.252,34.4864
Dewitt Farmers Market,Bridge and Main St,Dewitt,Clinton,Michigan,48820,-84.5691,42.8422
DeWitt Farmers Market,Lincoln Park,DeWitt,Clinton,Iowa,52742,-90.496,41.5309
Dexter Farmers Market,3233 Alpine,Dexter,Washtenaw,Michigan,48130,-83.8893057,42.3396182
Dexter Lake Farmers Market,"Dexter State Recreation Site Highway 58 milepost 11 Dexter, Oregon",Dexter,Lane,Oregon,97431,-122.815,43.9173
DFC Farmers' Market,Denver Federal Center (7th and Main),Denver,Jefferson County,Colorado,,-76.1409,40.2353
Diablo Valley Farmers' Market,Mitchell Dr. & N. Wiget Lane,Walnut Creek,Contra Costa,California,94598,-122.028129,37.928035
Diamond Bar Farmers Market,Calvary Chapel Church,Diamond Bar,Los Angeles,California,91765,-119.781,36.8199
Dickinson Square Farmers' Market,Moyamensing Ave at Morris Street,Philadelphia,Philadelphia,Pennsylvania,19147,-75.151213,39.927054
dickson county farmers market,284 cowan dr,dickson,Dickson,Tennessee,37055,-87.3863437,36.065293
Dietrich's Farm Market,3910 Avon Lake Road,Litchfield,Medina,Ohio,,-82.023,41.1665
Dillingham Farmers Market,by the Hockey Rink,Dillingham,,Alaska,99576,-158.458,59.0397
Dillon Farmers Market,Wells Fargo Bank parking lot,Dillon,Beaverhead,Montana,59725,-112.637,45.2178
Dillon Farmers' Market,Buffalo Street,Dillon,Summit,Colorado,80435,-105.548,38.9973
Dillsburg Farmers' Market,117 N. Baltimore Street,Dillsburg,York,Pennsylvania,17019,-77.036579,40.112875
Dimondale Farmers' Market,136 N. Bridge St.,Dimondale,Eaton,Michigan,48821,-84.64839,42.64605
Dinsmore Farmers Market,Hwy. 36 & Dinsmore Store,Hayfork,Humboldt,California,96041,-123.607666,40.491997
Dinuba Farmers Market,L & Tulare St.,Dinuba,Tulare,California,93618,-119.389,36.5464
Discover Sycamore's Farmers Market,300 W Elm St.,Sycamore,Dekalb,Illinois,60178,-88.6871,41.9877
Divide Farm Exchange,2968 Highway 49,Cool,El Dorado,California,,-121.017,38.8875
Divisidero Certified Farmers' Market,1326 Grove St.,San Francisco,San Francisco,California,94117,-122.4384765,37.7759726
Division Street Chicago Farmers Market,1200 N Dearborn,Chicago,,Illinois,60610,-87.6304,41.9042
Dixboro Farmers' Market,5221 Church Road,Ann Arbor,Washtenaw,Michigan,48105,-83.65634,42.312497
Dixie Lee Farmers Market,12740 Kingston Pike,Knoxville,Knox,Tennessee,37934,-84.2094,35.8671
Dixon CFM,East B Street,Dixon,Solano,California,95620,-121.821,38.4465
Dixon Co-op Farmers' Market,215 Hwy 75,Dixon,Rio Arriba,New Mexico,,-105.887,36.1974
Dixon Park District Farmers Market,317 W. Third St.,Dixon,Lee,Illinois,61021,-89.485273,41.841048
DLB Law Market in the Park,Washington Park,Cincinnati,,Ohio,45202,-84.5174,39.1087
DNR Farmers' Market,580 Taylor Ave.,Annapolis,Anne Arundel,Maryland,21401,-76.504948,38.983549
Doddridge County FFA Farmers Market,Football Field,West Union,,West Virginia,26456,-80.777,39.2966
Dodge City Farmers Market,Wyatt Earp Parking Lot,Dodge City,Ford,Kansas,,-100.02,37.7581
Doherty High School Farmers Market,4515 Barnes Rd.,Colorado Springs,,Colorado,,-104.744,38.8946
Dolgeville Farmer's Market,(Parking Lot) Between Main St. and Helmer Ave,Dolgeville,Herkimer,New York,13329,-74.771675,43.112004
Dollar Store Farmers Market,"111 N 1st St., south parking lot",Forest City,Winnebago,Iowa,50436,-92.9844,45.2791
Doña Ana Farmers' Market,"Doña Ana Plaza, Cristo Rey St",Doña Ana,,New Mexico,,-106.816,32.3864
Donnellson Farmers Market,Railroad Park on Main Street,Donnellson,Lee,Iowa,52625,-91.5645,40.6462
Dora Farmers' Market,Hwy 181,Sycamore,Ozark,Missouri,65760,-92.27810669,36.70386124
Dorchester Fields Corner Farmers Market,"Park Street, Shopping Center Parking Lot",Dorchester,Suffolk,Massachusetts,2124,-71.0615,42.2987
Dorchester Peabody Square Farmers Market,1943 Dorchester Avenue,Dorchester,,Massachusetts,2124,-71.0652,42.2844
Dorchester/Dorchester House Farmers Market,"Dorchester House, 1353 Dorchester Ave.",Dorchester,Suffolk,Massachusetts,2122,-71.0591923,42.3042921
Dorchester/Grove Hall,461 Blue Hill Ave.,Dorchester,Suffolk,Massachusetts,2121,-71.083,42.3091
Douglas Farmers Market,"283 Main Street, E. N. Jenckes Store Museum",East Douglas,,Massachusetts,1516,-71.7137,42.0722
Douglas Mercado,Raul Castro Park on 10th Street,Douglas,Cochise,Arizona,85607,-109.550654,31.344218
Douglass Farmers' Market,1000 West Paterson Street,Kalamazoo,Kalamazoo,Michigan,49007,-85.598452,42.303569
Douglass Loop Farmers' Market,2005 Douglass Boulevard,Louisville/Jefferson County metro government (balance),Jefferson,Kentucky,40205,-85.693808,38.224658
Douglaston Greenmarket,LIRR Station at 235th St & 41st Ave,Queens,Queens,New York,11363,-73.7407274,40.7727419
Dousman Farmers Market,160 S. Main Street,Dousman,Waukesha,Wisconsin,53118,-88.47254,43.01184
Dover Cove Farmers' Market,1041 South St,Dover-Foxcroft,Piscataquis,Maine,4426,-69.230743,45.18078
Dover Farmers' Market,550 Central Ave.,Dover,Rockingham,New Hampshire,3820,-70.875717,43.200706
Down to Earth Markets,"173 Main Street, 3rd Floor",Ossining,,New York,10562,-73.8627,41.1613
Downey CFM,Second St. and La Reina St.,DOWNEY,Los Angeles,California,,-118.134,33.9419
Downs Village Market,South Seminary St,Downs,McLean,Illinois,61736,-88.872743,40.394305
Downtown 3RD Farmers Market,300 E Stewart Ave,Las Vegas,,Nevada,89101,-115.141,36.173
Downtown Albany Farmers Market,"Tricentennial Park, at Broadway",Albany,Albany,New York,,-73.9079,43.0013
Downtown Amory Farmers Market,1st Avenue North,Amory,Monroe,Mississippi,38821,-88.4862,33.987
Downtown Anaheim Certified Farmers Market,Center St. Promenade and Lemon St.,Anaheim,Orange,California,92805,-117.915455,33.833931
Downtown Arlington Farmers Market,215 Front Street,Arlington,,Texas,76011,,
Downtown Arlington Farmers Market,215 E Front Street,Arlington,Tarrant,Texas,76010,-97.104737,32.737817
Downtown Ashtabula Farmers' Market,4161 Fox Rd,Kingsville,,Ohio,44048,-80.6364,41.8854
Downtown Batavia Public Market,Corner of Ellicott(Route 63) & Center Streets,City of Batavia,Genesee,New York,14020,-78.1827,42.9948
Downtown Bay City Farmers Market,318 Sixth St,Bay City,Bay,Michigan,48708,-83.887485,43.59681
Downtown Bedford Farmers Market,Fort Bedford Park,Bedford,Bedford,Pennsylvania,15522,-77.6868,40.16
Downtown Beloit Farmer's Market,"300 block of State Street, 400 block of East Grand Avenue, Gantry parking lot",Beloit,Rock,Wisconsin,53511,-89.035545,42.499702
Downtown Berkeley Farmers' Market,"Center Street & Martin Luther King Jr., Way",Berkeley,Alameda,California,94702,-122.271566,37.869806
Downtown Big Rapids Farmers Market,226 N Michigan Ave,Big Rapids,,Michigan,49307,-85.4819,43.6999
Downtown Binghamton Farmers Market,52 Court Street,Binghamton,Broome,New York,13901,-75.9095,42.0985
Downtown Bloomington Farmers Market,200 block of North Main to 100 block of West Jefferson to 200 block of North Center,Bloomington,McLean,Illinois,61701,-88.994215,40.480398
Downtown Bloomington Farmers Market,101 S. Madison,Bloomington,McLean,Illinois,61701,-88.9954779,40.4786673
Downtown Bowling Green Farmer's Market,South Main Street,Bowling Green,Wood,Ohio,43402,-83.650031,41.372751
Downtown Bradenton Farmers Market,400 Old. Main Street,Bradenton,Manatee,Florida,34206,-82.5735,27.4966
Downtown Bridgeport Farmers Market,Bank Street,Bridgeport,Fairfield,Connecticut,6604,-73.1889,41.1773
Downtown Buda Farmers Market,121 N. Main Street,Buda,,Texas,78610,-97.8433,30.0811
Downtown Buffalo Country Market,Main Street at Court and Church Street,Buffalo,Erie,New York,14203,-78.87492,42.88417
Downtown Burlington Farmers Market,Washington & Pine Streets,Burlington,Racine,Wisconsin,53105,-88.276064,42.678463
Downtown Casper Community Farmers Market,400 E Collins Dr,Casper,Natrona,Wyoming,82601,-106.32019,42.848455
Downtown Chico Thursday Night Market,Broadway between 2nd & 5th Street,Chico,Butte,California,95928,-121.840525,39.728974
Downtown City Market,6th & Cherry Streets,Winston Salem,Forsyth,North Carolina,27109,-80.2476,36.1012
Downtown Clearfield Farmers Market,140 East Center Street (approximately),Clearfield,Davis,Utah,84015,-112.018,41.1073
Downtown Clearwater Farmers Market,500 block Cleveland St.,Clearwater,Pinellas,Florida,33757,-82.799801,27.965733
Downtown Clermont Farmer's Market,691 W. Montrose Street,Clermont,Lake,Florida,34712,-81.767753,28.554926
Downtown Cleveland Market at Public Square,"Rockwell Avenue, NW Quadrant of Public Square",Cleveland,Cuyahoga,Ohio,44113,-81.694508,41.499932
Downtown Columbus Farmers Market,222 West James St.,Columbus,Columbia,Wisconsin,53925,-89.0159,43.3396
Downtown Cumberland,100 Baltimore Street,Cumberland,Allegany,Maryland,21502,-76.8194,39.0641
Downtown Danville Farmers Market,319 N. Vermilion Street,Danville,Vermilion,Illinois,61832,-87.62994,40.13039
Downtown Daytona Beach Farmers Market,105 E. Magnolia Ave.,Daytona Beach,Volusia,Florida,32114,-81.0173,29.2123
Downtown Denison Farmers Market,400 West Chestnut,Denison,Grayson,Texas,75020,-96.540384,33.754246
Downtown Douglasville 2012 Summer Farmer's Market,6754 West Broad Street,Douglasville,Douglas,Georgia,30134,-84.7507589,33.7503391
Downtown Downers Grove Market,Main Street Train Station on Burlington Avenue,Downers Grove,DuPage,Illinois,60515,-88.008889,41.795248
Downtown Elgin Harvest Market,200 North Grove Avenue,Elgin,Kane,Illinois,60120,-88.287334,42.041325
Downtown Farmerington Farmers Market,109 Spruce Street,Framington,Dakota,Minnesota,55024,-93.1478,44.6383
Downtown Farmers and Artisans Bridge Market,15th and Broadway,Longview,Cowlitz,Washington,98632,-122.936509,46.138808
Downtown Farmers and Produce Market,Monroe Street & Park Avenue,Tallahassee,Leon,Florida,32302,-84.2807,30.4422
Downtown Farmers Market,4th & Main,Walla Walla,Walla Walla,Washington,99362,-118.3419409,46.0656937
Downtown Farmers Market,,Eau Claire,,Wisconsin,54703,-91.5051,44.8018
Downtown Farmers Market,205 North 5th Street,Zanesville,Muskingum,Ohio,43701,-82.0066,39.9439
Downtown Farmers Market sponsored by West Liberty Chamber of Commerce,"E. 3rd St.,",West Liberty,Muscatine,Iowa,52776,-91.2626,41.5705
Downtown Farmers Market - Racine,Corner of State and Erie St.,Racine,Racine,Wisconsin,53406,-87.7881,42.7311
Downtown Farmers Market Arts & Crafts Mercado,South Lawn of the Main Library,Tucson,Pima,Arizona,85719,-110.972,32.2235
Downtown Farmers Market at Ancestor Square,2 W St. George Blvd,St. George,Washington,Utah,84770,-113.5837604,37.1099041
Downtown Farmers Market at Riverside,5th at Main St.,Riverside,Riverside,California,92522,-117.372487,33.984884
Downtown Farmers Market I,Muncipale parking lot on Franklin St. from funeral home,Dobson,Surry,North Carolina,27017,-80.498,36.2434
Downtown Farmers Market I,600 W. Rosedale,Fort Worth,Tarrant,Texas,76141,-97.3308,32.7332
Downtown Farmers Market II,4800 S. Hulen Street,Fort Worth,Tarrant,Texas,76141,-97.3962,32.6769
Downtown Farmers Market II,Corner of Church & Main St.,Laurinburg,Rutherford,North Carolina,28353,-79.4628,34.7742
Downtown Farmers Market III,8101 Camp Bowie,Fort Worth,Tarrant,Texas,76141,-97.4555,32.7235
Downtown Farmers' Market - Des Moines,Court Avenue & 4th Street,Des Moines,Polk,Iowa,50309,-93.6217,41.585
"Downtown Farmers' Market of Fort Pierce, Inc.",101 Melody Lane,fort pierce,St. Lucie,Florida,34950,-80.321776,27.448433
Downtown Farmington Farmers' Market,430 Third Street,Farmington,Dakota,Minnesota,55024,-93.145382,44.63821
Downtown Festival Market,"2nd Ave. N & Broadway, on the US Bank",Fargo,Cass,North Dakota,,-96.788,46.8744
Downtown Gainesville Market On The Square,Main Street and Spring Street,Gainesville,Hall,Georgia,30501,-83.827052,34.298785
Downtown Garden Market,226 Centennial Mall South,Lincoln,Lancaster,Nebraska,68508,-96.698928,40.811925
Downtown Greenville Farmers Market,College Street,Greenville,Greene,Tennessee,37745,-82.7629,36.1476
Downtown Hampton Farmers Market,,Hampton,,Virginia,,-76.3232,37.0125
Downtown Hattiesburg Farmers Market,Main St and Buschman St,Hattiesburg,Forrest,Mississippi,39401,-89.287734,31.324433
Downtown Hays Market,107 West 10th St.,Hays,,Kansas,67601,-99.3309,38.8718
Downtown Henderson Farmers Market,In front of City Hall,Henderson,Clark,Nevada,89103,-114.984,36.0341
Downtown Hickory Farmers Market,220 Union Square,Hickory,Catawba,North Carolina,28601,-81.340927,35.732301
"Downtown Houma Farmers, Fishermen and Artisans Market",7910 West Park Avenue,Houma,Terrebonne,Louisiana,70360,-90.7437249,29.6086166
Downtown Jackson Grand River Farmers Market,117 W. Louis Glick Hwy,Jackson,Jackson,Michigan,49201,-84.40602,42.248764
Downtown Jamestown Farmers Market,119-121 W. Third St,Jamestown,Chautauqua,New York,14701,-79.243009,42.095771
Downtown Johnstown Farmer's Market,Main Street,Johnstown,Cambria,Pennsylvania,15901,-78.918271,40.325608
Downtown Kaukauna Farmer's Market,101 Crooks Ave.,Kaukauna,Outagamie,Wisconsin,54130,-88.27095,44.277377
Downtown La CFM,650 W 5Th Street,LOS ANGELES,LOS ANGELES,California,,-118.254,34.0505
Downtown Laramie Farmer's market,207 Grand Ave,Laramie,Albany,Wyoming,82070,-105.5944156,41.3110764
Downtown Laramie Farmer's Market,555 main st,Laramie,Albany,Wyoming,82072,-105.584278,41.323459
